APEVO1 APEVO10 APEVO11 APEVO12 APEVO13 APEVO14 APEVO15 APEVO16 APEVO17 APEVO18 APEVO2 APEVO24 APEVO25 APEVO26 APEVO28 APEVO29 APEVO3 APEVO31 APEVO32 APEVO33 APEVO34 APEVO35 APEVO36 APEVO37 APEVO4 APEVO43 APEVO44 APEVO5 APEVO55 APEVO56 APEVO6 APEVO60 APEVO61 APEVO63 APEVO68 APEVO69 APEVO71 APEVO8 APEVO9 EMR1 EMR10 EMR11 EMR12 EMR13 EMR14 EMR15 EMR16 EMR17 EMR18 EMR19 EMR2 EMR20 EMR21 EMR22 EMR23 EMR24 EMR25 EMR26 EMR27 EMR28 EMR29 EMR3 EMR30 EMR31 EMR32 EMR33 EMR34 EMR35 EMR36 EMR37 EMR38 EMR39 EMR4 EMR40 EMR41 EMR42 EMR43 EMR44 EMR45 EMR5 EMR6 EMR7 EMR8 W1D0 W1D140 W1D17 W1D269 W1D31 W1D4 W1D80 W2D140 W2D17 W2D269 W2D31 W2D4 W2D80 W3D0 W3D140 W3D17 W3D269 W3D31 W3D4 W3D80 W4D0 W4D140 W4D17 W4D269 W4D31 W4D4 W4D80 W5D0 W5D140 W5D17 W5D269 W5D31 W5D4 W5D80 W6D0 W6D140 W6D17 W6D31 W6D4 W6D80 W7D0 W7D140 W7D17 W7D269 W7D31 W7D4 W7D80 W8D0 W8D140 W8D17 W8D31 W8D4 W8D80
74f301e37f282f52702e2ac4b266602e 0 0 0 1 1 0 10 1 4 8 0 0 0 0 0 0 0 0 0 2 0 1 0 0 15 0 0 0 1 0 5 0 0 40 0 9 0 0 0 0 0 3 18 30 25 0 5 0 6 0 0 0 14 9 0 0 0 3 3 3 0 0 1 1 4 1 2 3 0 1 0 1 0 1 5 4 1 2 2 0 4 0 0 0 0 0 1 1 4 0 0 5 0 0 23 0 3 0 1 1 0 6 0 11 1 1 1 0 16 0 0 0 1 1 1 17 0 19 1 0 2 2 0 6 1 0 1 0 13 1 4 1 4 0 5 0
be5e1069612f1431585424071a80b28a 0 0 0 0 0 0 1 3 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 51 17 11 4 0 0 6 0 0 0 2 9 1 4 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 2 0 0 6 0 0 0 0 0 1 7 0 0 0 0 0 0 10 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 4 0
8a8236229df2c44fe483dfcf6198d259 0 0 1 0 0 0 19 4 8 11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 9 0 1 0 0 0 0 0 0 0 0 21 109 25 33 6 1 2 7 0 0 0 10 28 2 16 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 2 0 1 5 0 0 2 1 0 17 0 0 0 1 0 3 14 1 0 0 0 0 0 25 0 0 0 0 0 3 5 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 1 0 4 0
1b76f21754b6e9a3e88745ed3bea2c5e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 29 10 37 9 0 1 1 0 0 0 0 2 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 19 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 2 0 0 0 1 0 1 0
cccfd57a5a75983dd8021a3df4b13c61 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 8 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
c760054c94865ea3bc1e0a65da470012 0 0 0 2 0 0 2 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 1 0 0 16 0 0 0 0 0 0 0 0 0 0 0 144 36 60 12 0 0 0 0 0 1 0 4 0 4 0 0 0 1 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 6 0 0 4 0 1 14 0 0 0 0 0 1 32 0 0 0 0 0 1 30 0 0 0 0 0 0 1 0 0 0 0 1 7 0 0 0 0 0 0 4 0 0 0 0 0 1 0
215719eb2766180e502ab989244f5566 0 0 0 3 0 1 6 0 6 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 66 0 0 6 0 0 26 0 0 0 0 1 0 0 0 0 0 0 278 62 124 19 1 1 5 1 0 0 1 8 0 6 3 1 0 1 0 0 0 1 0 2 1 2 0 0 0 0 0 0 2 5 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 5 0 3 20 0 0 0 1 1 4 54 0 0 0 0 0 2 29 0 0 0 0 0 1 1 0 0 0 0 1 4 0 0 0 0 0 0 3 0 0 0 1 0 3 0
0d1db9f5982e9f5ab66488ec8d86f4ed 0 0 18 44 41 0 9 1 9 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 12 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 0 54 17 18 10 4 28 11 2 0 1 1 3 1 123 2 1 1 0 2 0 0 1 0 0 1 2 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 6 0 13 9 0 0 25 0 5 12 0 0 0 3 0 4 76 0 0 0 2 0 5 12 1 0 0 4 0 4 1 0 0 0 1 4 9 0 0 0 0 0 1 7 0 0 0 3 0 0 0
953301b323a6c7d5dd859e32c68c163b 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 64 8 31 5 0 0 0 1 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 21 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0
df1015ab181169711e6ff6f5a9465b63 0 0 0 9 10 1 4 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 1 0 0 11 0 0 0 0 0 0 0 0 0 1 0 77 18 55 5 3 6 8 1 0 0 2 2 0 12 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 3 3 0 0 6 0 1 5 0 0 0 0 0 0 11 0 0 0 0 0 2 14 0 0 0 2 0 1 0 0 0 0 0 1 3 0 0 0 0 0 0 4 0 0 1 1 2 1 0
e6090ec6ef0f830f323a06efe0302854 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 67 8 30 4 0 0 1 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 15 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0
840e860101c192bd6466b6298a5650bf 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 2 0 0 11 0 0 0 0 1 0 0 0 0 0 0 96 20 58 7 1 0 0 0 0 0 1 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 11 0 0 0 0 0 1 13 0 0 0 0 0 0 9 0 0 0 0 0 0 1 0 0 0 0 1 3 0 0 0 0 0 0 5 0 0 0 0 1 0 0
88a54d986b7a9823fbb1b586f98699eb 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1 13 8 9 1 0 1 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 7 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
8a42c77dcafd60110d76ffcc3a501101 0 0 1 3 1 0 3 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 13 68 25 19 4 1 0 2 0 0 0 2 15 1 6 1 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 10 0 0 3 0 1 6 0 0 0 2 0 3 9 0 0 0 2 0 2 24 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 2 0 5 0
6c9dedf48c88fe690a6db1811b84f385 0 0 4 1 0 0 8 0 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 7 7 0 0 0 3 0 0 1 0 0 0 0 0 0 0 3 42 26 16 1 1 0 2 0 0 0 3 6 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 11 0 0 0 1 0 0 9 0 2 0 0 0 0 12 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 13 0
e656f8b847044495fb066811953a3711 0 0 2 2 0 0 5 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 6 0 0 2 0 4 0 0 0 0 0 0 42 33 7 1 1 1 2 1 0 0 1 8 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 27 0 0 0 2 0 3 11 0 5 0 0 0 0 22 1 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 4 0 0 1 0 0 17 0
39435b01ac1ce3b7ea67d1cd6c9cf4e8 0 0 0 0 0 0 0 0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 1 0 0 3 0 1 0 0 0 0 0 6 20 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
73f63a8a7d0605a7a16f783435eb3ebf 0 0 33 91 49 0 33 7 21 21 2 1 0 0 1 0 0 0 0 9 0 0 5 0 28 9 15 1 0 0 24 0 0 3 0 4 1 0 0 0 0 27 176 110 59 5 4 11 41 0 1 0 18 47 3 22 0 3 1 1 0 0 1 3 11 4 2 0 1 0 1 0 0 0 0 2 0 1 0 0 0 3 1 0 0 5 0 5 53 0 0 12 5 3 140 3 5 0 8 1 14 57 0 15 0 0 2 5 84 1 0 0 3 1 2 41 1 9 0 0 12 4 0 6 0 0 0 0 12 0 6 0 9 0 59 0
cb3e865c471a9f6311835c4d98f3db43 0 0 41 7 1 0 90 0 14 118 1 16 0 2 3 0 0 0 0 1 1 0 2 0 2 0 85 0 0 0 0 0 0 27 0 44 0 0 0 0 6 91 1 0 4 1 0 0 2 0 0 0 14 5 0 1 1 12 0 0 0 0 0 2 2 5 0 0 7 2 3 0 0 0 3 2 0 0 0 0 0 17 0 1 0 0 0 2 34 0 0 46 1 3 37 1 1 0 7 1 6 3 0 0 0 52 1 25 38 0 0 0 0 0 0 3 0 1 0 3 3 2 0 8 0 18 0 0 13 0 0 1 1 0 27 0
bcfed81b8c16297d2b704aed32142b94 0 0 1 2 0 0 5 0 0 0 0 0 4 1 0 0 0 0 0 1 0 0 0 0 3 0 24 4 0 0 0 0 0 0 0 0 0 0 3 0 0 13 0 0 6 15 3 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 1 1 0 0 0 61 0 8 0 0 0 0 21 0 13 0 0 0 0 1 0 1 0 0 0 0 31 27 3 0 0 0 71 1 47 561 0 0 2 5 1 0 0
4608fae4bbc9964cdd17af8782f2155e 7 1 855 68 22 96 3033 139 302 6995 18 95 39 30 25 16 2 5 4 42 6 4 2 1 8 3 212 51 1 1 2 0 4 2 2 1206 4 44 4 0 96 1747 8 2 56 38 17 2 4 1 0 0 252 43 23 53 6 102 2 3 0 0 2 67 7 24 6 9 91 15 20 5 2 8 26 14 2 6 53 6 28 343 13 1 4 7 2 26 88 0 3 351 3 46 135 1 3 0 28 19 20 40 1 0 0 1116 17 244 299 0 4 0 7 4 4 12 0 5 4 8 17 24 0 12 7 155 31 3 65 0 3 39 24 3 80 5
e57c5df6a9b3b982472e7754ed31f313 0 1 1 0 0 0 0 0 1 3 0 0 0 1 358 28 0 12 0 1 2 3 0 2 0 0 1 1 0 0 0 0 0 1 0 0 0 2 0 0 3 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 0 1 0 0 0 2 1 0 0 1 92 23 12 11 0 3 2 0 0 1 0 1 3 9 0 1 1 0 1 0 0 0 0 1 1 0 2 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 2 0 2 0 0 0 0 0
f48cbba2fe7a2cba3df1c5bcffc1fa83 0 0 1 0 0 0 0 1 0 0 1 1 0 0 1 1 1 1 0 2 0 0 0 0 0 1 0 2 0 12 0 0 7 0 1 2 1 2 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 0 0 0 0 0 0 1 0 0 0 0 0
0c5d2114ee9993714e590b3f7cb4e9ef 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 1 13 19 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 151 4 5 4 0 1 5 1 2 5 3 0 0 0 0 0 0 0 0 0 0 0 2 100 5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 1 3 0 0 0 0
dfb00425b8da3840fbfcfaeb2b819bdc 9 0 0 0 0 0 1 0 0 0 0 1 3 1 0 0 0 0 0 0 0 0 0 0 1 2 0 4 1 0 1 0 7 0 0 0 0 12 0 3 22 45 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 383 9 4 6 1 1 6 1 13 6 6 0 0 0 1 1 0 0 0 0 0 0 0 184 10 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
efbe1f58b1e2984ddc53a64f047d94ff 5 0 11 1 0 33 964 46 96 593 1 131 145 74 8 4 3 2 0 134 30 21 79 17 2 370 1156 2 0 0 0 1 0 0 1 3 0 10 0 0 11 99 1 0 12 22 0 1 0 0 2 1 38 11 1 7 2 179 2 2 2 0 0 20 2 8 4 1 5 0 0 2 0 3 19 6 2 3 19 0 11 85 5 22 0 0 0 2 3 0 4 23 1 42 22 0 1 0 5 0 1 12 0 0 0 2 0 3 27 0 2 0 3 0 1 0 0 0 0 3 1 8 0 5 0 0 0 0 8 0 1 1 1 1 3 0
8df2b2e6c1cb64bd18b81d5bae7f0898 1 1 0 0 0 0 0 5 0 0 0 1 1 1 0 3 0 0 1 0 0 0 0 0 0 0 1 1 4 2 0 2 1 0 0 0 0 12 0 0 1 52 3 0 0 2 0 1 0 0 0 0 2 0 1 0 0 54 0 1 2 0 0 15 7 6 10 13 11 3 1 1 0 1 0 1 0 0 0 0 30 16 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 5 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 5 0 0 1 0 0 0 1 2 0 0 0 0
a5819d0decc23c22ca1e14b525bea265 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 6 0 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 1 0 0 0 0 7 0 2 0 0 0 0 0 0 0 0 1 3 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
93614eddec46a581ae11514250e31430 0 0 18 5 2 0 49 0 10 59 0 4 0 1 2 0 0 0 0 1 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0 18 0 0 0 0 2 46 0 0 2 0 0 0 0 0 0 0 11 2 0 4 0 3 0 1 0 0 0 2 0 0 1 1 3 2 2 3 0 0 0 1 1 1 3 1 1 3 0 2 0 1 1 1 24 0 0 39 1 2 10 0 0 0 4 1 3 5 0 0 0 38 2 16 26 0 0 0 1 0 0 2 0 1 0 0 1 2 0 2 0 8 1 0 22 0 0 2 1 0 8 0
3105c8b9ea7dd5c4cc3b52b7b3be8638 0 0 3 0 0 1 11 0 1 3 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 0 2 0 5 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 12 0 0 0 2 0 1 1 0 0 31 1 3 2 0 0 0 2 0 0 4 0 0 0 20 0 12 18 0 0 0 0 0 0 0 0 0 0 2 1 4 0 0 0 13 0 0 22 0 0 0 0 1 2 0
801e0057ebdb313f32aca3d6ec818a21 0 0 13 0 0 0 38 0 12 500 0 0 0 1 0 0 0 0 0 3 0 0 0 0 1 0 1 0 0 0 0 0 0 3 0 124 0 0 0 0 3 41 0 0 11 2 1 1 0 0 0 0 20 1 0 1 0 27 0 0 0 0 0 0 1 1 0 1 2 0 0 1 0 0 8 2 0 2 1 0 0 4 2 5 0 1 0 0 25 0 1 48 7 1 64 0 1 0 0 2 4 23 1 0 0 41 3 8 155 0 0 0 0 0 0 2 0 0 2 0 2 9 0 2 0 16 0 0 57 1 0 2 3 0 31 0
a0ab40384fb810467f1161f265d529d6 0 0 0 0 0 0 3 0 0 9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0
b0a51bde90614b6958f269afbe9a5b4a 15 0 4 0 0 5 62 1 3 6 9 19 8 7 0 3 0 0 1 18 12 13 3 9 0 1 111 21 0 0 0 0 1 1 4 19 0 12 0 0 39 221 0 0 2 2 0 0 0 0 0 0 12 0 0 3 2 4 0 0 0 0 0 7 1 0 0 0 26 5 2 1 0 0 116 42 1 12 9 2 7 15 4 11 1 11 5 21 147 0 10 905 12 50 141 0 1 0 18 26 22 60 1 0 1 2680 6 217 174 0 3 1 6 3 12 10 0 2 3 6 17 16 0 1 6 428 21 5 33 1 1 51 10 2 84 0
d0fbc9aff818121519652ff493a83314 0 1 1 1 1 5 148 6 40 4 0 1 0 0 1 3 0 1 0 2 0 0 1 1 34 0 1 105 0 1 4 1 9 1 1 1 0 0 1 0 13 19 11 14 160 86 3 1 2 2 0 1 150 24 3 3 0 31 0 0 0 0 0 1 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 15 2 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 2 0 1 0 0 2 0 0 0 0
0e497140cdb992726ddec97cb7255079 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 34 12 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fbe6260b9af61119bbfbac8bcd8fd227 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 11 5 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b2ffc94eb4b629641b6d0e124791e79e 0 0 1 4 0 45 4372 59 41 18 0 0 0 3 0 0 0 0 0 0 0 1 0 1 19 0 0 63 0 0 0 1 0 0 0 92 0 0 0 0 2 2 1 0 110 24 2 0 0 1 0 0 155 7 6 5 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1 5 0 0 1 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 5 8 0 15 2
73a5aaa822ae4045b65897c3e1bedb7d 0 0 0 0 0 0 4 0 0 0 0 7 0 10 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 0 0 2 0 0 0 7 0 0 0 0 0 2 1 4 0 2 0 1 0 1 0 0 1 0 0 0 0 0 0 124 0 1 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
d64d921287336b4292a5a2dc6c2eaf02 0 0 13 2 0 0 20 1 6 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 0 0 0 0 0 9 0 0 0 0 0 1 0 0 7 7 1 0 0 0 0 0 1 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 7 4 0 0 85 1 7 12 1 0 0 4 1 1 14 0 0 1 56 1 41 20 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 35 0 0 27 0 0 0 2 0 4 1
ed7b6e66391abe5395eb0afe6249dab0 0 0 0 0 0 0 33 0 2 0 0 0 0 4 0 0 0 0 0 0 1 0 0 0 2 0 2 8 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 19 7 0 0 0 0 0 0 0 0 0 2 1 27 1 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 6 0 0 0 0
f37fc1dccfeba0004cbeb4f1ad6083c6 8 1 5 1 0 2 113 4 8 4 146 2350 1186 1199 79 122 0 14 13 4 2 1 3 2 1 58 9437 13 4 0 2 1 2 297 0 11 0 2 0 0 13 51 0 1 9 85 1 0 0 0 0 0 88 4 1 0 3 1146 12 14 8 0 11 165 48 524 110 68 357 153 54 39 0 30 9 4 2 1 5 1 28 1380 11 58 0 0 0 2 0 0 0 0 1 0 1 0 35 0 0 2 1 13 1 13 0 1 5 6 0 0 20 0 0 0 1 0 0 8 0 0 17 0 0 26 3 0 1 1 0 0 0 171 0 0 1 0
b3790a09856aae5be2d130689fd3fb05 0 0 0 0 0 0 10 1 0 1 3 49 6 16 0 2 0 0 0 2 0 0 0 0 4 0 30 2 0 0 0 0 0 0 1 2 0 0 0 0 5 26 0 0 16 1 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 5 2 1 0 1 0 1 0 0 0 0 16 1 0 6 0 0 0 56 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 8 0 4 17 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 0 0 1 3 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0
09f944acc15518b31e5803e1e4cb4e43 6 0 1 0 0 7 69 3 6 7 6 27 10 22 0 0 0 0 0 12 13 5 3 8 0 2 119 8 0 0 0 0 0 0 4 24 0 8 0 0 16 151 1 0 0 0 0 0 0 0 0 0 19 1 1 10 3 20 0 0 0 0 0 0 0 0 1 1 12 1 0 1 0 1 113 59 3 17 12 0 5 23 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
6fd05e11fe57bb5ba9fd3b0fdd8b80f1 13 0 5 0 1 6 50 1 3 2 2 456 325 241 93 178 2 26 21 4 1 0 0 1 0 11 3687 28 0 0 0 0 0 0 1 1 0 49 0 0 34 740 0 0 8 11 1 0 0 0 0 0 27 2 0 8 3 114 2 1 1 0 0 25 4 10 5 5 252 58 13 17 0 19 21 3 0 0 0 1 19 57 10 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 8 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 74 0 1 0 0 0 0 1 0 1 0 0 0
f3dbb582821963b9ab3c370d784160ee 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 1 0 0 5 0 0 0 0 0 0 0 0 1 0 4 64 19 23 5 0 0 2 0 1 0 3 18 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0
